product_id,name,description,usage_instructions,ingredients_text,brand_id,category_id,base_price,is_featured,average_rating,sale_price,sale_start_date,sale_end_date,status,created_at,updated_at
135938,Unleashia Sisua 焦糖爆米花豐盈潤唇膏,Sisua 焦糖爆米花豐盈潤唇膏，為您的雙唇帶來如同剛出爐爆米花般的香甜滋味與飽滿豐盈效果。這款獨特的潤唇膏融合了香濃焦糖的甜蜜氣息與輕盈爆米花的誘人香氣，為雙唇注入豐沛的水分，有效改善乾燥脫皮，使唇部肌膚柔軟光滑。其豐唇配方能溫和促進唇部血液循環，視覺上增加唇部的飽滿度，打造可愛迷人的嘟嘟唇效果。輕輕一抹，即可感受柔滑滋潤的質地，並散發出令人愉悅的焦糖爆米花香氣，帶來甜蜜的使用體驗。無論是日常保養或是妝前打底，Sisua 焦糖爆米花豐盈潤唇膏都能讓您的雙唇時刻保持水潤豐盈，散發甜美誘人的迷人光采。,用矽塗抹器在嘴唇上均勻塗抹一層。,"氫化聚異丁烯、蘋果酸二異硬脂基酯、辛酸/癸酸甘油三酯、辛基十二烷醇、乳酸薄荷酯、c12-15 醇苯甲酸酯、荷荷巴籽提取物、1, 2-己二醇、糊精棕櫚酸酯、油醇、石榴花提取物、聚甘油-3 二異硬脂酸酯、香料、生育酚乙酸酯、硼矽酸鋁鈣、花椒果實提取物、二氧化鈦 (ci 77891)、乳桿菌發酵溶胞產物、水、水解海綿、二氧化錫、甘油、辛甘醇、乙醯基六肽-1。",1.0,3.0,NT$394,False,0.0,,,,active,2025-05-08 03:12:38,2025-05-08 03:12:38
145735,Unleashia 精雕潤澤定型眉膠,Unleashia 精雕潤澤定型眉膠，為您的眉毛提供持久塑型與深層滋養的雙重呵護。這款獨特的眉毛定妝膏，蘊含潤髮油般的滋養成分，能在定型的同時柔順眉毛，賦予自然健康的光澤，告別乾澀僵硬感。其精雕塑型配方，能有效固定眉型，防止雜亂，讓您的眉妝整天保持精緻有型，無論是打造根根分明的立體眉，或是柔順自然的毛流感，都能輕鬆實現。透明的膠體質地，不影響眉毛原色，適用於各種眉色。簡單易用的刷頭設計，能均勻塗抹，快速定型，讓您輕鬆擁有持久立體且充滿自然光澤的完美眉妝。,"使用塗抹刷的眉刷端塗抹產品並整理眉毛。
使用雙頭刷來更精準地塑造眉毛。","水、丙烯酸酯共聚物、合成蜂蠟、甘油、pvp、棕櫚蠟、丁二醇、氫化聚異丁烯、1,2-己二醇、棕櫚酸、硬脂酸、戊二醇、乙醇、C14-22 醇、氨丁三醇、C12-20 烷基葡糖苷、黃原膠、羥乙基纖維素、脫氫乙酸鈉、葡萄糖、紫蘇葉提取物、稻米提取物、大豆籽提取物。",1.0,5.0,NT$367,False,0.0,,,,active,2025-05-08 03:12:38,2025-05-08 03:12:38
135936,Unleashia Glitterpedia 璀璨萬象眼影盤,Unleashia Glitterpedia 璀璨萬象眼影盤，為您的雙眸打造無與倫比的閃耀盛宴。這款眼影盤猶如一本閃耀百科全書，收錄了琳瑯滿目的亮片質地與色彩，從細膩的微光到 крупные 的閃片，再到獨特的幻彩亮片，應有盡有，滿足您打造各種夢幻閃耀眼妝的無限創意。其質地細膩柔滑，易於塗抹，持久閃亮，不易脫落，讓您的眼妝時刻散發出令人驚豔的光芒。無論是想要為日常妝容增添精緻亮點，或是打造派對女王般的吸睛妝容，Unleashia Glitterpedia 璀璨萬象眼影盤都能讓您的眼神綻放出前所未有的璀璨魅力，釋放您的耀眼光芒！,用指尖直接塗抹於眼瞼上，輕鬆一掃即可，效果特好。,"乙烯/VA 共聚物、雙-二甘油多脂醯己二酸酯-2、丙烯酸酯共聚物、聚對苯二甲酸亞丁酯、聚甘油-2 三異硬脂酸酯、硼矽酸鋁鈣、硼矽酸鈦鈣、二氧化鈦、1,2-己二醇、雲母、苯氧乙醇、氧化鐵紅、氧化錫、苯基甲基聚矽氧烷、聚乙烯醇、聚乙烯醇縮丁醛、聚乙酸乙烯酯 [meek]、雲母、滑石粉、尼龍-12、鎂/鉀/矽/氟/氫氧化物/氧化物、二氧化鈦、氮化硼、肉豆蔻酸鎂、乙烯基聚二甲基矽氧烷/甲基矽倍半矽氧烷交聯聚合物、月桂酸己酯、蘋果酸二異硬脂基酯、苯基聚三甲基矽氧烷、二甲矽油、二聚四羥甲基甲烷六羥基硬脂酸酯/六硬脂酸酯/六松脂酸酯、氧化鐵黃、辛基十二烷基硬脂醯硬脂酸酯、氧化鐵紅、異硬脂醇新戊酸酯、乙基己基甘油、氧化鐵黑、氫化聚二甲基矽氧烷、辛酸甘油酯、錳紫、群青、全淨水 [balance]、雲母、滑石粉、尼龍-12、鎂/鉀/矽/氟/氫氧化物/氧化物、氮化硼、二氧化鈦、肉豆蔻酸鎂、氧化鐵黑、乙烯基聚二甲基矽氧烷/甲基矽倍半矽氧烷交聯聚合物、氧化鐵黃、月桂酸己酯、氧化鐵紅、蘋果酸二異硬脂基酯、苯基聚三甲基矽氧烷、二甲矽油、二聚四羥甲基甲烷六羥基硬脂酸酯/六硬脂酸酯/六松脂酸酯、辛基十二烷基硬脂醯硬脂酸酯、立素玉紅 bca、異硬脂醇新戊酸酯、乙基己基甘油、辛酸甘油酯、氫化聚二甲基矽氧烷、全淨水 [honor]、雲母、滑石粉、二氧化矽、二氧化鈦、硼矽酸鈦鈣、聚乙烯、辛基十二烷醇、辛基十二烷基硬脂醯硬脂酸酯、氧化鐵紅、月桂醯賴氨酸、氧化鐵黃、苯基聚三甲基矽氧烷、硼矽酸鋁鈣、氧化鐵黑、蘋果酸二異硬脂基酯、二甲矽油、立素玉紅 bca、乙基己基甘油、辛酸甘油酯、山梨坦倍半油酸酯、氧化錫、全淨水 [know-how]、乙烯/VA 共聚物、雙-二甘油多脂醯己二酸酯-2、聚對苯二甲酸亞丁酯、丙烯酸酯共聚物、硼矽酸鋁鈣、聚甘油-2 三異硬脂酸酯、雲母、1,2-己二醇、二氧化鈦、苯氧乙醇、氧化鐵紅、苯基甲基聚矽氧烷、聚乙烯醇、聚乙烯醇縮丁醛、氧化錫、聚乙酸乙烯酯 [gleam] (base pearl)、硼矽酸鋁鈣、聚甲基矽倍半氧烷、蘋果酸二異硬脂基酯、二甲矽油、苯基聚三甲基矽氧烷、聚二甲基矽氧烷交聯聚合物、三甲基戊二醇/己二酸/甘油交聯聚合物、二氧化鈦、二氧化矽、雲母、1,2-己二醇、氧化鐵紅、苯氧乙醇、氧化錫 (point pearl)、硼矽酸鋁鈣、聚甲基矽倍半氧烷、蘋果酸二異硬脂基酯、二甲矽油、苯基聚三甲基矽氧烷、聚二甲基矽氧烷交聯聚合物、三甲基戊二醇/己二酸/甘油交聯聚合物、二氧化鈦、二氧化矽、1,2-己二醇、苯氧乙醇、氧化錫 [sensual]、硼矽酸鈣鈦、二苯基甲矽烷氧基苯基聚三甲基矽氧烷、聚丙烯、二氧化鈦、雙-山崳醇/異硬脂醇/植物甾醇二聚亞油醇二聚亞油酸酯、凡士林、雙-二甘油多脂醯己二酸酯-2、蘋果酸二異硬脂基酯、雲母、氧化鐵紅、乙基己基甘油、辛酸甘油酯、氧化錫、全淨水 [gentle]、硼矽酸鈣鈦、雲母、滑石粉、二氧化鈦、苯基聚三甲基矽氧烷、氫化聚（c6-14 烯烴）、尼龍-12、聚乙烯、硬脂酸鋅、甲基丙烯酸甲酯交聯聚合物、氧化鐵紅、蘋果酸二異硬脂基酯、二聚四羥甲基甲烷六羥基硬脂酸酯/六硬脂酸酯/六松脂酸酯、異硬脂醇新戊酸酯、聚異丁烯、辛基十二烷基硬脂醯硬脂酸酯、乙基己基甘油、氧化錫、辛酸甘油酯、全淨水 [moment]、滑石粉、雲母、尼龍-12、鎂/鉀/矽/氟/氫氧化物/氧化物、氧化鐵黑、氮化硼、氧化鐵紅、氧化鐵黃、肉豆蔻酸鎂、乙烯基聚二甲基矽氧烷/甲基矽倍半矽氧烷交聯聚合物、月桂酸己酯、錳紫、苯基聚三甲基矽氧烷、蘋果酸二異硬脂基酯、二聚四羥甲基甲烷六羥基硬脂酸酯/六硬脂酸酯/六松脂酸酯、辛基十二烷基硬脂醯硬脂酸酯、二甲矽油、異硬脂醇新戊酸酯、立素玉紅 bca、乙基己基甘油、辛酸甘油酯、氫化聚二甲基矽氧烷、全淨水。",1.0,2.0,NT$650,False,0.0,,,,active,2025-05-08 03:12:38,2025-05-08 03:12:38
145725,Unleashia 水凝光感嬰兒藍氣墊 SPF40 PA++,Unleashia 水凝光感嬰兒藍氣墊，為您的肌膚注入如嬰兒肌般的柔嫩與透亮光澤。這款氣墊粉餅蘊含 SPF40 PA++ 的防曬係數，能提供日常紫外線防護，保護您的肌膚。其獨特的淡藍色調，能有效修飾泛紅、提亮暗沉，使膚色更加均勻白皙，呈現健康明亮的「Baby Skin」效果。輕盈水潤的質地，上妝服貼舒適，不黏膩不厚重，能有效遮蓋毛孔及細微瑕疵，打造水潤柔焦的無瑕妝感。方便攜帶的氣墊設計，讓您隨時隨地輕鬆補妝，維持完美妝容。Unleashia 水凝光感嬰兒藍氣墊，讓您的肌膚煥發如同嬰兒般細緻柔滑的光采，散發清新脫俗的魅力！,"按下容器右側按鈕打開產品。
用粉撲輕輕拍打，在面部均勻塗抹一層粉底。
如有必要，分層疊擦更高覆蓋範圍。","水、二氧化鈦（CI 77891）、二甲硅油、辛基聚甲基硅氧烷、異十二烷、丁二醇、二氧化硅、氫化聚異丁烯、月桂醇 PEG-9 聚二甲基硅氧乙基聚二甲基硅氧烷、三甲基硅烷氧基硅酸酯、煙酰胺、四羥甲基甲烷四辛酸酯、苯基聚三甲基硅氧烷、1,2-己二醇、二硬脂二甲銨鋰蒙脫石、鯨蠟基 PEG/PPG-10/1 聚二甲基硅氧烷、硫酸鎂、鐵氧化物（CI 77492）、聚甘油-3 聚二甲基硅羥乙基聚二甲基硅氧烷、合成氟金雲母、辛基十二烷醇、聚羥基硬脂酸、氫氧化鋁、聚二甲基硅氧烷/乙烯基聚二甲基硅氧烷交聯聚合物、乙烯基聚二甲基硅氧烷/甲基硅倍半硅氧烷交聯聚合物、硬脂酸、礬土、三乙氧基辛基硅烷、鐵氧化物（CI 77491）、甘油山嵛酸酯/二十酸酯、三山嵛精、卵磷脂、聚甘油-4 異硬脂酸酯、棕櫚酸乙基己酯、肉豆蔻酸異丙酯、異硬脂酸、鐵氧化物（CI 77499）、腺苷、乙二胺二琥珀酸三鈉、聚甘油-3 聚蓖麻醇酸酯、三異硬脂酸異丙氧鈦酯、新戊二醇己二酸酯、鯨蠟硬脂醇、生育酚、四羥基甲烷四（雙-T-丁基羥基氫化肉桂酸）酯。",1.0,1.0,NT$684,False,0.0,,,,active,2025-05-08 03:12:38,2025-05-08 03:12:38
133710,Unleashia 絲絨柔霧健康綠色氣墊粉餅 SPF30 PA++,Unleashia 絲絨柔霧健康綠色氣墊粉餅，為您打造持久舒適且勻淨自然的健康美肌。這款氣墊粉餅結合了絲絨般的柔滑觸感與柔霧般的細膩光澤，呈現精緻持久的妝容質感。其獨特的健康綠色調配方，能有效修飾肌膚泛紅問題，無論是痘痘、敏感或是環境引起的泛紅，都能得到自然的校正，使膚色更加均勻透亮。配方持久耐磨，不易因摩擦或汗水而脫妝，讓您的完美妝容維持一整天。同時，其蘊含的溫和成分，有助於舒緩肌膚，帶來舒適的使用感受。內含 SPF30 PA++ 的防曬係數，提供日常紫外線防護。方便攜帶的氣墊設計，讓您隨時隨地輕鬆補妝，維持健康美麗的肌膚狀態。Unleashia 絲絨柔霧健康綠色氣墊，讓您的肌膚告別泛紅困擾，展現自然健康且持久完美的自信光采！,,"水、二氧化鈦、二苯基甲矽烷氧基苯基聚三甲基矽氧烷、丁二醇、丁基辛醇水楊酸酯、硬脂酸乙基己酯、c12-15 醇苯甲酸酯、環五聚二甲基矽氧烷、甘油、鯨蠟基 PEG/PPG-10/1 聚二甲基矽氧烷、聚甘油-4 異硬脂酸酯、四羥甲基甲烷四異硬脂酸酯、煙醯胺、鐵氧化物 (ci 77492)、角鯊烷、pvp、十二甲基環己矽氧烷、二聚亞油醇二聚亞油酸酯、二硬脂基二甲基胺鋰皂石、硫酸鎂、三甲基矽烷氧基矽酸酯、聚甲基矽倍半氧烷、三山崳精、丙烯酸酯/硬脂醇丙烯酸酯/聚二甲基矽氧烷甲基丙烯酸酯共聚物、鐵氧化物 (ci 77491)、三乙氧基辛基矽烷、氫氧化鋁、辛甘醇、鐵氧化物 (ci 77499)、補骨脂酚、乙基己基甘油、腺苷、1, 2-己二醇、木瓜果汁、德國洋甘菊花提取物、聚谷氨酸、聚甲基矽倍半氧烷、歐芹提取物",1.0,1.0,NT$651,False,0.0,,,,active,2025-05-08 03:12:38,2025-05-08 03:12:38
133715,Unleashia Glitterpedia 星鑽璀璨眼影盤,Unleashia Glitterpedia 星鑽璀璨眼影盤，為您的雙眸開啟一場璀璨奪目的星光盛宴。這款眼影盤匯集了各式各樣閃耀迷人的亮片，如同星辰鑽石般散發出耀眼光芒，讓您的眼妝瞬間成為眾人矚目的焦點。「Glitterpedia」之名，意指其豐富多樣的亮片質地與色彩，從細緻的珠光到 крупные 的閃片，應有盡有，滿足您打造各種夢幻閃耀眼妝的需求。其質地細膩服貼，易於塗抹，持久閃亮，不易脫落，讓您的眼妝時刻保持耀眼光彩。無論是打造精緻的日常亮點，或是派對舞池的吸睛焦點，Unleashia Glitterpedia 星鑽璀璨眼影盤都能讓您的眼神綻放出前所未有的閃耀魅力，釋放您的無限光芒！,,"聚甲基矽倍半氧烷、蘋果酸二異硬脂基酯、苯基聚三甲基矽氧烷、二甲矽油、硼矽酸鈦鈣、聚二甲基矽氧烷交聯聚合物、二氧化鈦、雲母、硼矽酸鋁鈣、合成氟金雲母、1, 2-己二醇、苯氧乙醇、氧化錫",1.0,2.0,NT$651,False,0.0,,,,active,2025-05-08 03:12:38,2025-05-08 03:12:38
133712,Unleashia 精雕持久塑型眉筆,"Unleashia 精雕持久塑型眉筆，為您打造精緻立體且持久完美的眉型。這款眉筆擁有卓越的持久配方，能有效抵抗汗水、油脂和摩擦，讓您的眉妝長時間保持自然有型，告別脫妝困擾。其精細的筆尖設計，能精準勾勒眉部輪廓，細緻填補眉毛間的空隙，打造根根分明的自然妝效，輕鬆塑造理想的眉峰和眉尾。筆觸柔滑順暢，顯色自然，易於暈染，即使是新手也能輕鬆掌握。Unleashia 精雕持久塑型眉筆，助您精雕細琢每一根眉毛，打造持久立體、完美無瑕的精緻眉妝！
",使用精細筆劃填充眉毛，妝效自然。使用另一端的眉掃，可以優效暈染筆劃，呈現乾淨、絲滑的妝面。,"氫化大豆油、氫化椰基甘油、硬脂酸鋅、鐵氧化物 (ci 77492)、氫化植物油、漆樹果皮蠟、雲母、鐵氧化物 (ci 77491)、棕櫚蠟、德國洋甘菊花油、茶樹葉油、突厥薔薇花水、1, 2-己二醇、水解透明質酸鈉、透明質酸鈉、透明質酸鈉交聯聚合物、羥丙基三甲基氯化銨透明質酸、水解透明質酸、透明質酸、透明質酸鉀、乙醯化透明質酸鈉、鐵氧化物 (ci 77499)、二氧化鈦 (ci 77891)。",1.0,5.0,NT$340,False,0.0,,,,active,2025-05-08 03:12:38,2025-05-08 03:12:38
133713,Unleashia 24H 持久塑型眉筆,Unleashia 24H 持久塑型眉筆，為您打造全天候完美持妝的精緻眉型。這款眉筆擁有卓越的24小時超持久定型配方，能有效抵抗汗水、油脂和摩擦，讓您的眉妝從早到晚都保持自然有型，無需擔心脫妝困擾。筆芯質地適中，易於描繪，能精準勾勒眉部輪廓，填補眉毛間的空隙，打造根根分明的自然妝效。無論是想要打造俐落有神的眉峰，或是柔和自然的平眉，這款眉筆都能輕鬆實現。持久顯色的特性，讓您無需頻繁補妝，隨時展現自信完美的眉妝。Unleashia 24H 持久塑型眉筆，是您打造持久精緻眉妝的理想選擇！,使用精細筆劃填充眉毛，妝效自然。使用另一端的眉掃，可以優效暈染筆劃，呈現乾淨、絲滑的妝面。,"氫化大豆油、氫化椰基甘油、二氧化鈦 (ci 77891)、鐵氧化物 (ci 77499)、硬脂酸鋅、鐵氧化物 (ci 77492)、氫化植物油、漆樹果皮蠟、雲母、鐵氧化物 (ci 77491)、棕櫚蠟、德國洋甘菊花油、茶樹葉油、突厥薔薇花水、1, 2-己二醇、水解透明質酸鈉、透明質酸鈉、透明質酸鈉交聯聚合物、羥丙基三甲基氯化銨透明質酸、水解透明質酸、透明質酸、透明質酸鉀、乙醯化透明質酸鈉。",1.0,5.0,NT$340,False,0.0,,,,active,2025-05-08 03:12:38,2025-05-08 03:12:38
133708,Unleashia 絲絨緞光綠色校色氣墊,Unleashia 絲絨緞光綠色校色氣墊，為您打造柔滑細緻且均勻無瑕的自然美肌。這款氣墊粉餅結合了絲絨般的柔滑觸感與緞光般的細膩光澤，呈現精緻優雅的妝容質感。其獨特的綠色調配方，能有效中和肌膚泛紅問題，無論是痘痘肌、敏感肌或是因環境因素造成的泛紅，都能得到有效的修飾，使膚色更加均勻自然。輕盈透氣的質地，上妝服貼舒適，不黏膩不厚重，能有效遮蓋毛孔及細微瑕疵，打造柔焦般的平滑妝效。方便攜帶的氣墊設計，讓您隨時隨地輕鬆補妝，維持完美無瑕的肌膚狀態。Unleashia 絲絨緞光綠色校色氣墊，讓您的肌膚告別泛紅困擾，展現自然健康且充滿質感的自信光采！,"1.按下容器右側按鈕以泵出產品。

2.用粉撲沾取產品，輕拍以便均勻塗抹於面部。

3.分層打造遮瑕效果。","水、二氧化鈦、二苯基甲矽烷氧基苯基聚三甲基矽氧烷、丁二醇、丁基辛醇水楊酸酯、硬脂酸乙基己酯、c12-15 醇苯甲酸酯、環五聚二甲基矽氧烷、甘油、鯨蠟基 PEG/PPG-10/1 聚二甲基矽氧烷、聚甘油-4 異硬脂酸酯、四羥甲基甲烷四異硬脂酸酯、煙醯胺、鐵氧化物 (ci 77492)、角鯊烷、pvp、十二甲基環己矽氧烷、二聚亞油醇二聚亞油酸酯、二硬脂基二甲基胺鋰皂石、硫酸鎂、三甲基矽烷氧基矽酸酯、聚甲基矽倍半氧烷、三山崳精、丙烯酸酯/硬脂醇丙烯酸酯/聚二甲基矽氧烷甲基丙烯酸酯共聚物、鐵氧化物 (ci 77491)、三乙氧基辛基矽烷、氫氧化鋁、辛甘醇、鐵氧化物 (ci 77499)、補骨脂酚、乙基己基甘油、腺苷、1, 2-己二醇、木瓜果汁、德國洋甘菊花提取物、聚谷氨酸、聚甲基矽倍半氧烷、歐芹提取物。",1.0,1.0,NT$651,False,0.0,,,,active,2025-05-08 03:12:38,2025-05-08 03:12:38
133709,Unleashia 植萃舒緩綠色氣墊 SPF30 PA++,Unleashia 植萃舒緩綠色氣墊，為您打造健康勻淨的自然美肌。這款氣墊粉餅蘊含 SPF30 PA++ 的防曬係數，能提供日常紫外線防護，保護您的肌膚。其獨特的綠色調配方，有助於中和肌膚泛紅，改善痘痘肌、敏感肌等問題造成的泛紅現象，使膚色更加均勻自然。添加多種植物萃取成分，能溫和舒緩肌膚不適，修護肌膚屏障，帶來舒適的使用感受。輕盈透氣的質地，上妝服貼自然，不黏膩不厚重，能有效遮蓋毛孔，提亮膚色，打造清新自然的妝容。方便攜帶的氣墊設計，讓您隨時隨地輕鬆補妝，維持健康美麗的肌膚狀態。Unleashia 植萃舒緩綠色氣墊，讓您的肌膚告別泛紅困擾，展現健康自然的自信光采！,"1.按下容器右側按鈕以泵出產品。

2.用粉撲沾取產品，輕拍以便均勻塗抹於面部。

3.分層打造遮瑕效果。","水、二氧化鈦、二苯基甲矽烷氧基苯基聚三甲基矽氧烷、丁二醇、丁基辛醇水楊酸酯、硬脂酸乙基己酯、c12-15 醇苯甲酸酯、環五聚二甲基矽氧烷、甘油、鯨蠟基 PEG/PPG-10/1 聚二甲基矽氧烷、聚甘油-4 異硬脂酸酯、四羥甲基甲烷四異硬脂酸酯、煙醯胺、鐵氧化物 (ci 77492)、角鯊烷、pvp、十二甲基環己矽氧烷、二聚亞油醇二聚亞油酸酯、二硬脂二甲銨鋰蒙脫石、硫酸鎂、三甲基矽烷氧基矽酸酯、聚甲基矽倍半氧烷、三山崳精、丙烯酸酯/硬脂醇丙烯酸酯/聚二甲基矽氧烷甲基丙烯酸酯共聚物、鐵氧化物 (ci 77491)、三乙氧基辛基矽烷、氫氧化鋁、辛甘醇、鐵氧化物 (ci 77499)、補骨脂酚、乙基己基甘油、腺苷、1, 2-己二醇、木瓜果汁、德國洋甘菊花提取物、聚谷氨酸、聚甲基矽倍半氧烷、歐芹提取物。",1.0,1.0,NT$651,False,0.0,,,,active,2025-05-08 03:12:38,2025-05-08 03:12:38
